Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W)
,0:01:56,117,,,,,,,,
,0:01:57,117,,,,,,,,
,0:01:58,117,,,,,,,,
,0:01:59,118,,,,,,,,
,0:02:00,118,,,,,,,,
,0:02:01,120,,,,,,,,
,0:02:02,121,,,,,,,,
,0:02:03,122,,,,,,,,
,0:02:04,123,,,,,,,,
,0:02:05,124,,,,,,,,
,0:02:06,124,,,,,,,,
,0:02:07,125,,,,,,,,
,0:02:08,124,,,,,,,,
,0:02:09,125,,,,,,,,
,0:02:10,125,,,,,,,,
,0:02:11,125,,,,,,,,
,0:02:12,125,,,,,,,,
,0:02:13,125,,,,,,,,
,0:02:14,125,,,,,,,,
,0:02:15,124,,,,,,,,
,0:02:16,124,,,,,,,,
,0:02:17,124,,,,,,,,
,0:02:18,124,,,,,,,,
,0:02:19,125,,,,,,,,
,0:02:20,125,,,,,,,,
,0:02:21,125,,,,,,,,
,0:02:22,125,,,,,,,,
,0:02:23,125,,,,,,,,
,0:02:24,125,,,,,,,,
,0:02:25,123,,,,,,,,
,0:02:26,122,,,,,,,,
,0:02:27,121,,,,,,,,
,0:02:28,122,,,,,,,,
,0:02:29,122,,,,,,,,
,0:02:30,122,,,,,,,,
,0:02:31,122,,,,,,,,
,0:02:32,122,,,,,,,,
,0:02:33,122,,,,,,,,
,0:02:34,122,,,,,,,,
,0:02:35,121,,,,,,,,
,0:02:36,121,,,,,,,,
,0:02:37,121,,,,,,,,
,0:02:38,121,,,,,,,,
,0:02:39,121,,,,,,,,
,0:02:40,121,,,,,,,,
,0:02:41,121,,,,,,,,
,0:02:42,121,,,,,,,,
,0:02:43,121,,,,,,,,
,0:02:44,121,,,,,,,,
,0:02:45,122,,,,,,,,
,0:02:46,122,,,,,,,,
,0:02:47,122,,,,,,,,
,0:02:48,122,,,,,,,,
,0:02:49,122,,,,,,,,
,0:02:50,122,,,,,,,,
,0:02:51,123,,,,,,,,
,0:02:52,123,,,,,,,,
,0:02:53,122,,,,,,,,
,0:02:54,123,,,,,,,,
,0:02:55,122,,,,,,,,
,0:02:56,122,,,,,,,,
,0:02:57,123,,,,,,,,
,0:02:58,123,,,,,,,,
,0:02:59,123,,,,,,,,
,0:03:00,123,,,,,,,,
,0:03:01,124,,,,,,,,
,0:03:02,124,,,,,,,,
,0:03:03,124,,,,,,,,
,0:03:04,123,,,,,,,,
,0:03:05,123,,,,,,,,
,0:03:06,123,,,,,,,,
,0:03:07,123,,,,,,,,
,0:03:08,123,,,,,,,,
,0:03:09,123,,,,,,,,
,0:03:10,123,,,,,,,,
,0:03:11,124,,,,,,,,
,0:03:12,124,,,,,,,,
,0:03:13,124,,,,,,,,
,0:03:14,123,,,,,,,,
,0:03:15,124,,,,,,,,
,0:03:16,124,,,,,,,,
,0:03:17,124,,,,,,,,
,0:03:18,124,,,,,,,,
,0:03:19,124,,,,,,,,
,0:03:20,125,,,,,,,,
,0:03:21,124,,,,,,,,
,0:03:22,124,,,,,,,,
,0:03:23,124,,,,,,,,
,0:03:24,124,,,,,,,,
,0:03:25,124,,,,,,,,
,0:03:26,124,,,,,,,,
,0:03:27,124,,,,,,,,
,0:03:28,124,,,,,,,,
,0:03:29,123,,,,,,,,
,0:03:30,123,,,,,,,,
,0:03:31,123,,,,,,,,
,0:03:32,123,,,,,,,,
,0:03:33,122,,,,,,,,
,0:03:34,121,,,,,,,,
,0:03:35,119,,,,,,,,
,0:03:36,119,,,,,,,,
,0:03:37,120,,,,,,,,
,0:03:38,120,,,,,,,,
,0:03:39,120,,,,,,,,
,0:03:40,120,,,,,,,,
,0:03:41,121,,,,,,,,
,0:03:42,121,,,,,,,,
,0:03:43,122,,,,,,,,
,0:03:44,121,,,,,,,,
,0:03:45,121,,,,,,,,
,0:03:46,121,,,,,,,,
,0:03:47,122,,,,,,,,
,0:03:48,122,,,,,,,,
,0:03:49,121,,,,,,,,
,0:03:50,121,,,,,,,,
,0:03:51,120,,,,,,,,
,0:03:52,120,,,,,,,,
,0:03:53,121,,,,,,,,
,0:03:54,120,,,,,,,,
,0:03:55,120,,,,,,,,
,0:03:56,119,,,,,,,,
,0:03:57,119,,,,,,,,
,0:03:58,120,,,,,,,,
,0:03:59,121,,,,,,,,
,0:04:00,122,,,,,,,,
,0:04:01,122,,,,,,,,
,0:04:02,123,,,,,,,,
,0:04:03,122,,,,,,,,
,0:04:04,122,,,,,,,,
,0:04:05,122,,,,,,,,
,0:04:06,123,,,,,,,,
,0:04:07,123,,,,,,,,
,0:04:08,123,,,,,,,,
,0:04:09,124,,,,,,,,
,0:04:10,124,,,,,,,,
,0:04:11,124,,,,,,,,
,0:04:12,124,,,,,,,,
,0:04:13,124,,,,,,,,
,0:04:14,124,,,,,,,,
,0:04:15,124,,,,,,,,
,0:04:16,124,,,,,,,,
,0:04:17,124,,,,,,,,
,0:04:18,124,,,,,,,,
,0:04:19,124,,,,,,,,
,0:04:20,125,,,,,,,,
,0:04:21,125,,,,,,,,
,0:04:22,125,,,,,,,,
,0:04:23,125,,,,,,,,
,0:04:24,125,,,,,,,,
,0:04:25,124,,,,,,,,
,0:04:26,123,,,,,,,,
,0:04:27,123,,,,,,,,
,0:04:28,124,,,,,,,,
,0:04:29,123,,,,,,,,
,0:04:30,123,,,,,,,,
,0:04:31,122,,,,,,,,
,0:04:32,120,,,,,,,,
,0:04:33,119,,,,,,,,
,0:04:34,120,,,,,,,,
,0:04:35,121,,,,,,,,
,0:04:36,122,,,,,,,,
,0:04:37,123,,,,,,,,
,0:04:38,124,,,,,,,,
,0:04:39,124,,,,,,,,
,0:04:40,124,,,,,,,,
,0:04:41,124,,,,,,,,
,0:04:42,123,,,,,,,,
,0:04:43,124,,,,,,,,
,0:04:44,124,,,,,,,,
,0:04:45,125,,,,,,,,
,0:04:46,125,,,,,,,,
,0:04:47,125,,,,,,,,
,0:04:48,125,,,,,,,,
,0:04:49,125,,,,,,,,
,0:04:50,125,,,,,,,,
,0:04:51,125,,,,,,,,
,0:04:52,125,,,,,,,,
,0:04:53,126,,,,,,,,
,0:04:54,126,,,,,,,,
,0:04:55,126,,,,,,,,
,0:04:56,125,,,,,,,,
,0:04:57,125,,,,,,,,
,0:04:58,125,,,,,,,,
,0:04:59,125,,,,,,,,
,0:05:00,125,,,,,,,,
,0:05:01,126,,,,,,,,
,0:05:02,126,,,,,,,,
,0:05:03,126,,,,,,,,
,0:05:04,126,,,,,,,,
,0:05:05,127,,,,,,,,
,0:05:06,127,,,,,,,,
,0:05:07,127,,,,,,,,
,0:05:08,127,,,,,,,,
,0:05:09,127,,,,,,,,
,0:05:10,128,,,,,,,,
,0:05:11,129,,,,,,,,
,0:05:12,131,,,,,,,,
,0:05:13,132,,,,,,,,
,0:05:14,133,,,,,,,,
,0:05:15,135,,,,,,,,
,0:05:16,137,,,,,,,,
,0:05:17,137,,,,,,,,
,0:05:18,138,,,,,,,,
,0:05:19,140,,,,,,,,
,0:05:20,141,,,,,,,,
,0:05:21,142,,,,,,,,
,0:05:22,143,,,,,,,,
,0:05:23,144,,,,,,,,
,0:05:24,146,,,,,,,,
,0:05:25,146,,,,,,,,
,0:05:26,147,,,,,,,,
,0:05:27,148,,,,,,,,
,0:05:28,148,,,,,,,,
,0:05:29,149,,,,,,,,
,0:05:30,149,,,,,,,,
,0:05:31,149,,,,,,,,
,0:05:32,150,,,,,,,,
,0:05:33,150,,,,,,,,
,0:05:34,150,,,,,,,,
,0:05:35,151,,,,,,,,
,0:05:36,151,,,,,,,,
,0:05:37,151,,,,,,,,
,0:05:38,152,,,,,,,,
,0:05:39,153,,,,,,,,
,0:05:40,153,,,,,,,,
,0:05:41,154,,,,,,,,
,0:05:42,155,,,,,,,,
,0:05:43,155,,,,,,,,
,0:05:44,156,,,,,,,,
,0:05:45,156,,,,,,,,
,0:05:46,157,,,,,,,,
,0:05:47,157,,,,,,,,
,0:05:48,157,,,,,,,,
,0:05:49,158,,,,,,,,
,0:05:50,158,,,,,,,,
,0:05:51,158,,,,,,,,
,0:05:52,158,,,,,,,,
,0:05:53,159,,,,,,,,
,0:05:54,159,,,,,,,,
,0:05:55,159,,,,,,,,
,0:05:56,159,,,,,,,,
,0:05:57,159,,,,,,,,
,0:05:58,159,,,,,,,,
,0:05:59,160,,,,,,,,
,0:06:00,160,,,,,,,,
,0:06:01,160,,,,,,,,
,0:06:02,160,,,,,,,,
,0:06:03,160,,,,,,,,
,0:06:04,160,,,,,,,,
,0:06:05,160,,,,,,,,
,0:06:06,160,,,,,,,,
,0:06:07,160,,,,,,,,
,0:06:08,160,,,,,,,,
,0:06:09,160,,,,,,,,
,0:06:10,160,,,,,,,,
,0:06:11,160,,,,,,,,
,0:06:12,159,,,,,,,,
,0:06:13,159,,,,,,,,
,0:06:14,159,,,,,,,,
,0:06:15,159,,,,,,,,
,0:06:16,159,,,,,,,,
,0:06:17,159,,,,,,,,
,0:06:18,158,,,,,,,,
,0:06:19,158,,,,,,,,
,0:06:20,158,,,,,,,,
,0:06:21,157,,,,,,,,
,0:06:22,157,,,,,,,,
,0:06:23,157,,,,,,,,
,0:06:24,156,,,,,,,,
,0:06:25,155,,,,,,,,
,0:06:26,154,,,,,,,,
,0:06:27,153,,,,,,,,
,0:06:28,152,,,,,,,,
,0:06:29,151,,,,,,,,
,0:06:30,150,,,,,,,,
,0:06:31,150,,,,,,,,
,0:06:32,147,,,,,,,,
,0:06:33,146,,,,,,,,
,0:06:34,146,,,,,,,,
,0:06:35,145,,,,,,,,
,0:06:36,145,,,,,,,,
,0:06:37,145,,,,,,,,
,0:06:38,144,,,,,,,,
,0:06:39,144,,,,,,,,
,0:06:40,143,,,,,,,,
,0:06:41,142,,,,,,,,
,0:06:42,141,,,,,,,,
,0:06:43,140,,,,,,,,
,0:06:44,139,,,,,,,,
,0:06:45,138,,,,,,,,
,0:06:46,137,,,,,,,,
,0:06:47,136,,,,,,,,
,0:06:48,136,,,,,,,,
,0:06:49,135,,,,,,,,
,0:06:50,135,,,,,,,,
,0:06:51,134,,,,,,,,
,0:06:52,135,,,,,,,,
,0:06:53,133,,,,,,,,
,0:06:54,131,,,,,,,,
,0:06:55,129,,,,,,,,
,0:06:56,128,,,,,,,,
,0:06:57,128,,,,,,,,
,0:06:58,129,,,,,,,,
,0:06:59,129,,,,,,,,
,0:07:00,128,,,,,,,,
,0:07:01,128,,,,,,,,
,0:07:02,127,,,,,,,,
,0:07:03,127,,,,,,,,
,0:07:04,127,,,,,,,,
,0:07:05,128,,,,,,,,
,0:07:06,129,,,,,,,,
,0:07:07,130,,,,,,,,
,0:07:08,130,,,,,,,,
,0:07:09,130,,,,,,,,
,0:07:10,130,,,,,,,,
,0:07:11,130,,,,,,,,
,0:07:12,130,,,,,,,,
,0:07:13,131,,,,,,,,
,0:07:14,132,,,,,,,,
,0:07:15,133,,,,,,,,
,0:07:16,136,,,,,,,,
,0:07:17,137,,,,,,,,
,0:07:18,138,,,,,,,,
,0:07:19,140,,,,,,,,
,0:07:20,141,,,,,,,,
,0:07:21,142,,,,,,,,
,0:07:22,143,,,,,,,,
,0:07:23,143,,,,,,,,
,0:07:24,144,,,,,,,,
,0:07:25,144,,,,,,,,
,0:07:26,145,,,,,,,,
,0:07:27,146,,,,,,,,
,0:07:28,147,,,,,,,,
,0:07:29,147,,,,,,,,
,0:07:30,148,,,,,,,,
,0:07:31,149,,,,,,,,
,0:07:32,150,,,,,,,,
,0:07:33,150,,,,,,,,
,0:07:34,151,,,,,,,,
,0:07:35,151,,,,,,,,
,0:07:36,152,,,,,,,,
,0:07:37,152,,,,,,,,
,0:07:38,153,,,,,,,,
,0:07:39,154,,,,,,,,
,0:07:40,154,,,,,,,,
,0:07:41,155,,,,,,,,
,0:07:42,155,,,,,,,,
,0:07:43,156,,,,,,,,
,0:07:44,157,,,,,,,,
,0:07:45,157,,,,,,,,
,0:07:46,158,,,,,,,,
,0:07:47,158,,,,,,,,
,0:07:48,158,,,,,,,,
,0:07:49,158,,,,,,,,
,0:07:50,159,,,,,,,,
,0:07:51,159,,,,,,,,
,0:07:52,160,,,,,,,,
,0:07:53,160,,,,,,,,
,0:07:54,160,,,,,,,,
,0:07:55,160,,,,,,,,
,0:07:56,161,,,,,,,,
,0:07:57,161,,,,,,,,
,0:07:58,162,,,,,,,,
,0:07:59,162,,,,,,,,
,0:08:00,162,,,,,,,,
,0:08:01,162,,,,,,,,
,0:08:02,163,,,,,,,,
,0:08:03,162,,,,,,,,
,0:08:04,163,,,,,,,,
,0:08:05,163,,,,,,,,
,0:08:06,163,,,,,,,,
,0:08:07,163,,,,,,,,
,0:08:08,163,,,,,,,,
,0:08:09,163,,,,,,,,
,0:08:10,163,,,,,,,,
,0:08:11,163,,,,,,,,
,0:08:12,163,,,,,,,,
,0:08:13,162,,,,,,,,
,0:08:14,161,,,,,,,,
,0:08:15,161,,,,,,,,
,0:08:16,159,,,,,,,,
,0:08:17,159,,,,,,,,
,0:08:18,158,,,,,,,,
,0:08:19,157,,,,,,,,
,0:08:20,156,,,,,,,,
,0:08:21,155,,,,,,,,
,0:08:22,154,,,,,,,,
,0:08:23,153,,,,,,,,
,0:08:24,152,,,,,,,,
,0:08:25,152,,,,,,,,
,0:08:26,151,,,,,,,,
,0:08:27,151,,,,,,,,
,0:08:28,150,,,,,,,,
,0:08:29,150,,,,,,,,
,0:08:30,149,,,,,,,,
,0:08:31,149,,,,,,,,
,0:08:32,148,,,,,,,,
,0:08:33,148,,,,,,,,
,0:08:34,147,,,,,,,,
,0:08:35,146,,,,,,,,
,0:08:36,145,,,,,,,,
,0:08:37,143,,,,,,,,
,0:08:38,142,,,,,,,,
,0:08:39,142,,,,,,,,
,0:08:40,141,,,,,,,,
,0:08:41,140,,,,,,,,
,0:08:42,140,,,,,,,,
,0:08:43,140,,,,,,,,
,0:08:44,139,,,,,,,,
,0:08:45,139,,,,,,,,
,0:08:46,138,,,,,,,,
,0:08:47,137,,,,,,,,
,0:08:48,136,,,,,,,,
,0:08:49,135,,,,,,,,
,0:08:50,135,,,,,,,,
,0:08:51,134,,,,,,,,
,0:08:52,134,,,,,,,,
,0:08:53,134,,,,,,,,
,0:08:54,133,,,,,,,,
,0:08:55,130,,,,,,,,
,0:08:56,127,,,,,,,,
,0:08:57,126,,,,,,,,
,0:08:58,127,,,,,,,,
,0:08:59,128,,,,,,,,
,0:09:00,129,,,,,,,,
,0:09:01,129,,,,,,,,
,0:09:02,128,,,,,,,,
,0:09:03,127,,,,,,,,
,0:09:04,126,,,,,,,,
,0:09:05,127,,,,,,,,
,0:09:06,128,,,,,,,,
,0:09:07,130,,,,,,,,
,0:09:08,131,,,,,,,,
,0:09:09,132,,,,,,,,
,0:09:10,132,,,,,,,,
,0:09:11,133,,,,,,,,
,0:09:12,133,,,,,,,,
,0:09:13,134,,,,,,,,
,0:09:14,135,,,,,,,,
,0:09:15,136,,,,,,,,
,0:09:16,137,,,,,,,,
,0:09:17,139,,,,,,,,
,0:09:18,141,,,,,,,,
,0:09:19,141,,,,,,,,
,0:09:20,143,,,,,,,,
,0:09:21,144,,,,,,,,
,0:09:22,145,,,,,,,,
,0:09:23,146,,,,,,,,
,0:09:24,146,,,,,,,,
,0:09:25,147,,,,,,,,
,0:09:26,147,,,,,,,,
,0:09:27,148,,,,,,,,
,0:09:28,149,,,,,,,,
,0:09:29,150,,,,,,,,
,0:09:30,150,,,,,,,,
,0:09:31,151,,,,,,,,
,0:09:32,151,,,,,,,,
,0:09:33,152,,,,,,,,
,0:09:34,152,,,,,,,,
,0:09:35,153,,,,,,,,
,0:09:36,153,,,,,,,,
,0:09:37,154,,,,,,,,
,0:09:38,154,,,,,,,,
,0:09:39,155,,,,,,,,
,0:09:40,156,,,,,,,,
,0:09:41,156,,,,,,,,
,0:09:42,157,,,,,,,,
,0:09:43,157,,,,,,,,
,0:09:44,158,,,,,,,,
,0:09:45,159,,,,,,,,
,0:09:46,159,,,,,,,,
,0:09:47,160,,,,,,,,
,0:09:48,160,,,,,,,,
,0:09:49,160,,,,,,,,
,0:09:50,161,,,,,,,,
,0:09:51,161,,,,,,,,
,0:09:52,162,,,,,,,,
,0:09:53,162,,,,,,,,
,0:09:54,162,,,,,,,,
,0:09:55,162,,,,,,,,
,0:09:56,163,,,,,,,,
,0:09:57,163,,,,,,,,
,0:09:58,163,,,,,,,,
,0:09:59,163,,,,,,,,
,0:10:00,163,,,,,,,,
,0:10:01,163,,,,,,,,
,0:10:02,164,,,,,,,,
,0:10:03,164,,,,,,,,
,0:10:04,164,,,,,,,,
,0:10:05,164,,,,,,,,
,0:10:06,164,,,,,,,,
,0:10:07,165,,,,,,,,
,0:10:08,164,,,,,,,,
,0:10:09,164,,,,,,,,
,0:10:10,164,,,,,,,,
,0:10:11,164,,,,,,,,
,0:10:12,164,,,,,,,,
,0:10:13,163,,,,,,,,
,0:10:14,163,,,,,,,,
,0:10:15,162,,,,,,,,
,0:10:16,162,,,,,,,,
,0:10:17,161,,,,,,,,
,0:10:18,160,,,,,,,,
,0:10:19,159,,,,,,,,
,0:10:20,158,,,,,,,,
,0:10:21,157,,,,,,,,
,0:10:22,156,,,,,,,,
,0:10:23,155,,,,,,,,
,0:10:24,154,,,,,,,,
,0:10:25,153,,,,,,,,
,0:10:26,152,,,,,,,,
,0:10:27,152,,,,,,,,
,0:10:28,151,,,,,,,,
,0:10:29,150,,,,,,,,
,0:10:30,150,,,,,,,,
,0:10:31,149,,,,,,,,
,0:10:32,148,,,,,,,,
,0:10:33,148,,,,,,,,
,0:10:34,147,,,,,,,,
,0:10:35,146,,,,,,,,
,0:10:36,145,,,,,,,,
,0:10:37,144,,,,,,,,
,0:10:38,144,,,,,,,,
,0:10:39,143,,,,,,,,
,0:10:40,142,,,,,,,,
,0:10:41,141,,,,,,,,
,0:10:42,139,,,,,,,,
,0:10:43,138,,,,,,,,
,0:10:44,138,,,,,,,,
,0:10:45,137,,,,,,,,
,0:10:46,136,,,,,,,,
,0:10:47,136,,,,,,,,
,0:10:48,136,,,,,,,,
,0:10:49,136,,,,,,,,
,0:10:50,136,,,,,,,,
,0:10:51,136,,,,,,,,
,0:10:52,136,,,,,,,,
,0:10:53,136,,,,,,,,
,0:10:54,134,,,,,,,,
,0:10:55,133,,,,,,,,
,0:10:56,133,,,,,,,,
,0:10:57,133,,,,,,,,
,0:10:58,132,,,,,,,,
,0:10:59,132,,,,,,,,
,0:11:00,131,,,,,,,,
,0:11:01,130,,,,,,,,
,0:11:02,130,,,,,,,,
,0:11:03,131,,,,,,,,
,0:11:04,132,,,,,,,,
,0:11:05,132,,,,,,,,
,0:11:06,133,,,,,,,,
,0:11:07,132,,,,,,,,
,0:11:08,132,,,,,,,,
,0:11:09,132,,,,,,,,
,0:11:10,131,,,,,,,,
,0:11:11,131,,,,,,,,
,0:11:12,131,,,,,,,,
,0:11:13,132,,,,,,,,
,0:11:14,134,,,,,,,,
,0:11:15,135,,,,,,,,
,0:11:16,138,,,,,,,,
,0:11:17,139,,,,,,,,
,0:11:18,141,,,,,,,,
,0:11:19,142,,,,,,,,
,0:11:20,143,,,,,,,,
,0:11:21,144,,,,,,,,
,0:11:22,145,,,,,,,,
,0:11:23,146,,,,,,,,
,0:11:24,147,,,,,,,,
,0:11:25,148,,,,,,,,
,0:11:26,148,,,,,,,,
,0:11:27,149,,,,,,,,
,0:11:28,150,,,,,,,,
,0:11:29,150,,,,,,,,
,0:11:30,150,,,,,,,,
,0:11:31,152,,,,,,,,
,0:11:32,152,,,,,,,,
,0:11:33,153,,,,,,,,
,0:11:34,154,,,,,,,,
,0:11:35,155,,,,,,,,
,0:11:36,155,,,,,,,,
,0:11:37,155,,,,,,,,
,0:11:38,156,,,,,,,,
,0:11:39,156,,,,,,,,
,0:11:40,156,,,,,,,,
,0:11:41,157,,,,,,,,
,0:11:42,158,,,,,,,,
,0:11:43,158,,,,,,,,
,0:11:44,159,,,,,,,,
,0:11:45,159,,,,,,,,
,0:11:46,160,,,,,,,,
,0:11:47,161,,,,,,,,
,0:11:48,161,,,,,,,,
,0:11:49,161,,,,,,,,
,0:11:50,162,,,,,,,,
,0:11:51,162,,,,,,,,
,0:11:52,162,,,,,,,,
,0:11:53,162,,,,,,,,
,0:11:54,163,,,,,,,,
,0:11:55,163,,,,,,,,
,0:11:56,164,,,,,,,,
,0:11:57,164,,,,,,,,
,0:11:58,165,,,,,,,,
,0:11:59,165,,,,,,,,
,0:12:00,165,,,,,,,,
,0:12:01,165,,,,,,,,
,0:12:02,166,,,,,,,,
,0:12:03,166,,,,,,,,
,0:12:04,166,,,,,,,,
,0:12:05,166,,,,,,,,
,0:12:06,166,,,,,,,,
,0:12:07,166,,,,,,,,
,0:12:08,166,,,,,,,,
,0:12:09,166,,,,,,,,
,0:12:10,166,,,,,,,,
,0:12:11,166,,,,,,,,
,0:12:12,166,,,,,,,,
,0:12:13,166,,,,,,,,
,0:12:14,165,,,,,,,,
,0:12:15,164,,,,,,,,
,0:12:16,163,,,,,,,,
,0:12:17,162,,,,,,,,
,0:12:18,161,,,,,,,,
,0:12:19,160,,,,,,,,
,0:12:20,160,,,,,,,,
,0:12:21,159,,,,,,,,
,0:12:22,159,,,,,,,,
,0:12:23,157,,,,,,,,
,0:12:24,156,,,,,,,,
,0:12:25,155,,,,,,,,
,0:12:26,154,,,,,,,,
,0:12:27,153,,,,,,,,
,0:12:28,152,,,,,,,,
,0:12:29,151,,,,,,,,
,0:12:30,151,,,,,,,,
,0:12:31,150,,,,,,,,
,0:12:32,149,,,,,,,,
,0:12:33,148,,,,,,,,
,0:12:34,148,,,,,,,,
,0:12:35,148,,,,,,,,
,0:12:36,146,,,,,,,,
,0:12:37,145,,,,,,,,
,0:12:38,144,,,,,,,,
,0:12:39,143,,,,,,,,
,0:12:40,142,,,,,,,,
,0:12:41,142,,,,,,,,
,0:12:42,141,,,,,,,,
,0:12:43,141,,,,,,,,
,0:12:44,140,,,,,,,,
,0:12:45,140,,,,,,,,
,0:12:46,140,,,,,,,,
,0:12:47,140,,,,,,,,
,0:12:48,140,,,,,,,,
,0:12:49,139,,,,,,,,
,0:12:50,137,,,,,,,,
,0:12:51,136,,,,,,,,
,0:12:52,135,,,,,,,,
,0:12:53,134,,,,,,,,
,0:12:54,133,,,,,,,,
,0:12:55,132,,,,,,,,
,0:12:56,132,,,,,,,,
,0:12:57,131,,,,,,,,
,0:12:58,130,,,,,,,,
,0:12:59,128,,,,,,,,
,0:13:00,128,,,,,,,,
,0:13:01,128,,,,,,,,
,0:13:02,129,,,,,,,,
,0:13:03,130,,,,,,,,
,0:13:04,132,,,,,,,,
,0:13:05,133,,,,,,,,
,0:13:06,133,,,,,,,,
,0:13:07,134,,,,,,,,
,0:13:08,133,,,,,,,,
,0:13:09,133,,,,,,,,
,0:13:10,133,,,,,,,,
,0:13:11,133,,,,,,,,
,0:13:12,133,,,,,,,,
,0:13:13,134,,,,,,,,
,0:13:14,134,,,,,,,,
,0:13:15,136,,,,,,,,
,0:13:16,137,,,,,,,,
,0:13:17,138,,,,,,,,
,0:13:18,140,,,,,,,,
,0:13:19,141,,,,,,,,
,0:13:20,142,,,,,,,,
,0:13:21,143,,,,,,,,
,0:13:22,145,,,,,,,,
,0:13:23,145,,,,,,,,
,0:13:24,146,,,,,,,,
,0:13:25,147,,,,,,,,
,0:13:26,147,,,,,,,,
,0:13:27,148,,,,,,,,
,0:13:28,149,,,,,,,,
,0:13:29,149,,,,,,,,
,0:13:30,150,,,,,,,,
,0:13:31,150,,,,,,,,
,0:13:32,151,,,,,,,,
,0:13:33,151,,,,,,,,
,0:13:34,151,,,,,,,,
